clip_id,source_video_id,domain,split,duration_sec,clip_path,transcript,dataset
75AWLc2tQIQ_000036,75AWLc2tQIQ,scie,train,8.6,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000036.mp4,뭐 몇 일렉트로 5V 6V 정도 되는 전자볼트 되는 에너지를 줘야만 되는 경우도 굉장히 많아요.,"KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000037,75AWLc2tQIQ,scie,train,4.96,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000037.mp4,"특히 아까 말씀드린 CO 일산화탄소 같은 경우는. 하지만,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000038,75AWLc2tQIQ,scie,train,7.12,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000038.mp4,"이 분자가 표면에 달라붙어, 금속 표면에 달라붙으면은, 금속 표면이 갖고 있는","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000039,75AWLc2tQIQ,scie,train,9.56,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000039.mp4,"무수히 많은 전자, 자유전자와 이 분자가 새로 결합을 해서, 이 분자가 갖고 있는 상태를 훨씬 더 복잡하고,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000040,75AWLc2tQIQ,scie,train,7.8,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000040.mp4,"아주 넓게 만들어 버립니다. 그래서 상태가, 그렇게 멀리 떨어져 있는 상태가 아주 좁아지고,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000041,75AWLc2tQIQ,scie,train,5.8,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000041.mp4,"그 우리가 이용할 수 있는 범위도 굉장히 어 가능성이 높아지고,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000042,75AWLc2tQIQ,scie,train,8.68,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000042.mp4,그래서 1.5V 정도의 에너지만 줘도 이 물 분자를 전자적으로 역이시킬 수 있는 그런 상황이 되는 겁니다.,"KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000047,75AWLc2tQIQ,scie,train,7.88,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000047.mp4,"어 입자를 써야지만 볼 수가 있으니까, 혹시 중간자 정도의 크기를 가진 빔이 있어서,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000048,75AWLc2tQIQ,scie,train,5.2,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000048.mp4,"뭐 그걸로 현미경으로 이용한다고 그러면, 볼 수 있을지도 잘 모르겠지만,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000049,75AWLc2tQIQ,scie,train,8.4,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000049.mp4,"음 굉장히 꿈으로 가득 찬 질문이어서, 저도 좀 놀랐습니다. 가지고 갖고 한 번 물어보겠습니다. 전문가들한테. 감사합니다.","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000064,75AWLc2tQIQ,scie,train,7.64,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000064.mp4,"닿아서 원자가 바뀌거나, 뭐 이런 가능성은 없게끔 합니다. 그래서 잘 조심스럽게 해야 되고요.","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000066,75AWLc2tQIQ,scie,train,6.24,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000066.mp4,"전장이 걸리기 때문에, 어 원자의 이동이 일어날 수도 있어요. 팁에. 그래서,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000067,75AWLc2tQIQ,scie,train,9.04,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000067.mp4,"원래 팁은 텅스텐이나 금 , 은 아니면 백금, 이리듐, 합금, 이 정도가 보통 팁으로 많이 쓰이는 것들인데,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000068,75AWLc2tQIQ,scie,train,8.28,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000068.mp4,"그걸로 막 표면을 이 스캔하다 보면은, 언젠가 그 팁 표면이 표면에 있는 원자로 뒤덮이는 경우도 있어요.","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000069,75AWLc2tQIQ,scie,train,7.84,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000069.mp4,"그래서 굉장히 조심스럽게 해야 되는 거고요. 그 다음 2번째 질문은, 원자 번호가 큰 것만 보일 수 있지 않을까? 라는 질문이었는데,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000070,75AWLc2tQIQ,scie,train,4.72,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000070.mp4,어 지금 수소는 안 보여요. 리튬도 본 사람이 거의 없어요.,"KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000071,75AWLc2tQIQ,scie,train,6.52,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000071.mp4,"그래 갖고, 한 탄소 정도부터는 어 보이기 시작합니다. 그래 갖고 원자 번호가 너무 낮은 것들은,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000072,75AWLc2tQIQ,scie,train,7.48,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000072.mp4,"음 사실 어 좀 어려운 얘기긴 하지만, 그 전, 그 원소의 전자 상태가 굉장히 로컬 하게","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000074,75AWLc2tQIQ,scie,train,5.72,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000074.mp4,"그렇게 국소적으로 많이 모여 있지가 않기 때문에, 아주 확실한 STM 이미지를 얻기는 쉽지가 않습니다.","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000077,75AWLc2tQIQ,scie,train,6.36,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000077.mp4,"이름을 갖고 있는 물질을 어 사용하면요, 거기다 전압을 얼마만큼 걸어주느냐에 따라서,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000078,75AWLc2tQIQ,scie,train,5.8,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000078.mp4,그 물질이 얼마만큼 늘어나고 줄어드느냐 그런 특성을 갖고 있습니다. 근데 그걸로 팁,"KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000079,75AWLc2tQIQ,scie,train,5.8,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000079.mp4,을 유지하는 그런 틀을 만들거든요. 거기다가 전압을 걸어줘서 조금,"KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000080,75AWLc2tQIQ,scie,train,7.64,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000080.mp4,"이렇게 옆으로 가게끔 하고 이런 어 굉장히 높은 정확도를, 정밀도를 갖고 제어를 할 수 있습니다. 그건 기술적으로는,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000081,75AWLc2tQIQ,scie,train,6.56,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000081.mp4,"문제가 없는 상태고요. 2번째 빛을 이용하는 거는 어 지금 저희들이 이미,","KMSAV (interim, not OLKAVS)"
75AWLc2tQIQ_000083,75AWLc2tQIQ,scie,train,6.56,kmsav_pilot/cropped/75AWLc2tQIQ/utts/000083.mp4,"저희들이 검출할 수가 있게 됐습니다. 그래서 분자 1개에서의 발광을 계측을 할 수가 있고요. 또 하나는,","KMSAV (interim, not OLKAVS)"
AAAW5DgParc_000008,AAAW5DgParc,mukb,train,2.96,kmsav_pilot/cropped/AAAW5DgParc/utts/000008.mp4,아 미키광수 대 단양 띠리띠리,"KMSAV (interim, not OLKAVS)"
AAAW5DgParc_000057,AAAW5DgParc,mukb,train,2.24,kmsav_pilot/cropped/AAAW5DgParc/utts/000057.mp4,구독자 여러분의 힘이 필요합니다. 댓글로,"KMSAV (interim, not OLKAVS)"
ET54EeUHHig_000028,ET54EeUHHig,mukb,train,2.68,kmsav_pilot/cropped/ET54EeUHHig/utts/000028.mp4,네 이제 바로 먹어보도록 하겠습니다.,"KMSAV (interim, not OLKAVS)"
HHNmbwo8kPg_000054,HHNmbwo8kPg,scie,train,9.16,kmsav_pilot/cropped/HHNmbwo8kPg/utts/000054.mp4,"차단이 되면서 인제 진화를 거듭한건데, 지금 화성에 미생물을 보내면, 인간은 절대 안 될 것 같고 죽을 겁니다. 그래서 질문을 다시, 만약에","KMSAV (interim, not OLKAVS)"
HHNmbwo8kPg_000071,HHNmbwo8kPg,scie,train,9.04,kmsav_pilot/cropped/HHNmbwo8kPg/utts/000071.mp4,"미생물이 혼자 분열을 해가지고 진핵 생물로 갈 수 있다라는 가설이 되는 것이고요, 그게 아니라 다른 가설은 그럴 수 없다. 얘야.","KMSAV (interim, not OLKAVS)"
HHNmbwo8kPg_000078,HHNmbwo8kPg,scie,train,8.52,kmsav_pilot/cropped/HHNmbwo8kPg/utts/000078.mp4,"그래야만, 환경이 뭐 A라는 환경이 있다면, 그 A라는 환경에 맞게, 환경이 그 A라고 하는 환경에","KMSAV (interim, not OLKAVS)"
HHNmbwo8kPg_000087,HHNmbwo8kPg,scie,train,9.32,kmsav_pilot/cropped/HHNmbwo8kPg/utts/000087.mp4,"그러니까 가만히 두었더니, 미생물 중에서 변이가 생기고, 미생물은 세포벽이 있잖아요. 어떤 녀석이 세포 벽이 없어집니다. 흐물흐물해졌죠?","KMSAV (interim, not OLKAVS)"
HHNmbwo8kPg_000093,HHNmbwo8kPg,scie,train,7.68,kmsav_pilot/cropped/HHNmbwo8kPg/utts/000093.mp4,"표면적대 부피의 비가 세포의 크기가 커지면 작아집니다. 그렇기 때문에, 세포는 무한정 커질 수가 없죠. 그 다음에","KMSAV (interim, not OLKAVS)"
HHNmbwo8kPg_000095,HHNmbwo8kPg,scie,train,8.52,kmsav_pilot/cropped/HHNmbwo8kPg/utts/000095.mp4,"그러니까, 이 원핵 세포는 세포막에서 온 몸으로 에너지를 받아들이는 녀석들은, 그대로는 진핵 세포가 안돼고,","KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000009,K10oVqHs5XU,issu,train,5.76,kmsav_pilot/cropped/K10oVqHs5XU/utts/000009.mp4,그것도 어 그것보담 쫌 뭐 기가 막히는 뭐 여러 가지가 뭐 이야기가 있는데,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000011,K10oVqHs5XU,issu,train,5.08,kmsav_pilot/cropped/K10oVqHs5XU/utts/000011.mp4,이거는 이제 어 수사종결권을 경찰이 갖고 경찰이 수사를 끝내고,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000018,K10oVqHs5XU,issu,train,2.48,kmsav_pilot/cropped/K10oVqHs5XU/utts/000018.mp4,꼭 검 거기 북부지검 검사들이,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000043,K10oVqHs5XU,issu,train,3.08,kmsav_pilot/cropped/K10oVqHs5XU/utts/000043.mp4,모르지요. 뭐 언론이 보도하고 안하고는,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000055,K10oVqHs5XU,issu,train,7.0,kmsav_pilot/cropped/K10oVqHs5XU/utts/000055.mp4,그러니까 증인들을 압박하기 위한 말하자면 증인이나 증거물 등을 갖다가 압박할 목적으로,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000059,K10oVqHs5XU,issu,train,2.48,kmsav_pilot/cropped/K10oVqHs5XU/utts/000059.mp4,다른 경찰서에 끝도 없어 그래서,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000060,K10oVqHs5XU,issu,train,8.56,kmsav_pilot/cropped/K10oVqHs5XU/utts/000060.mp4,아예 그냥 자기들이 모르는 유튜브 나간거까지 내가 다 명시를 해가 여기 여여 여기 여기 여기서 나갔다.,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000061,K10oVqHs5XU,issu,train,6.6,kmsav_pilot/cropped/K10oVqHs5XU/utts/000061.mp4,그리고 이제 김명신과 만난게 내가 정확한 기억으로만 13번인데,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000079,K10oVqHs5XU,issu,train,6.24,kmsav_pilot/cropped/K10oVqHs5XU/utts/000079.mp4,길게 진행된거는 내가 낸 진술서 자체를 다 그거 함 물어보는거만 시간이 상당히 오래 걸리니까,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000080,K10oVqHs5XU,issu,train,2.16,kmsav_pilot/cropped/K10oVqHs5XU/utts/000080.mp4,그것 전체를 갖다가 물어보느라고,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000091,K10oVqHs5XU,issu,train,7.32,kmsav_pilot/cropped/K10oVqHs5XU/utts/000091.mp4,조사할게 없잖아요. 그래서 그사람들이 그 안좋은걸 크 이거는 어렵게 구한 뭐 히든카드처럼,"KMSAV (interim, not OLKAVS)"
K10oVqHs5XU_000119,K10oVqHs5XU,issu,train,2.72,kmsav_pilot/cropped/K10oVqHs5XU/utts/000119.mp4,최은순이를 만나 소개했다 딱 요 2꼭지에요.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000008,MhqIY-jQgKI,mukb,train,4.0,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000008.mp4,"LA갈비에요. 음, 어머! 잘 먹을게요. 여러분.","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000010,MhqIY-jQgKI,mukb,train,3.16,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000010.mp4,"또 우리 연희 이모님 덕분에, 그","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000013,MhqIY-jQgKI,mukb,train,6.0,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000013.mp4,"고기를 시켜 먹네요. LA 갈비, 맛있게 먹겠습니다. 음.","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000028,MhqIY-jQgKI,mukb,train,2.96,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000028.mp4,아 이거 꽃게 된장이라서 안 먹나 보다. 내가 먹을게요.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000050,MhqIY-jQgKI,mukb,train,3.84,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000050.mp4,고추에 대한 매운맛을 많이 못 느끼는 사람이 있긴 있더라고.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000052,MhqIY-jQgKI,mukb,train,3.52,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000052.mp4,마늘이 엄청 맵게 느껴지는 사람도 있고.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000059,MhqIY-jQgKI,mukb,train,4.32,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000059.mp4,"어휴, 쉽죠. 우리 엄마는 맨 만날 먹는 거만 먹는데?","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000080,MhqIY-jQgKI,mukb,train,6.6,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000080.mp4,근데 이런 매운맛은 맛있어. 나는 후추 막 퍼 넣은 거 너무 싫어해.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000089,MhqIY-jQgKI,mukb,train,3.64,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000089.mp4,"너무 무섭게 많이 쪄서, 먹는 게. 으흠.","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000102,MhqIY-jQgKI,mukb,train,2.16,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000102.mp4,화성인 바이러스에 나가는 거 아니야?,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000105,MhqIY-jQgKI,mukb,train,3.44,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000105.mp4,언니 나중에 그것 먹어봐요. 염라대왕 라면인가?,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000111,MhqIY-jQgKI,mukb,train,3.32,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000111.mp4,이게 안 매울 리가 없어. 참고 있는 걸 거야.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000123,MhqIY-jQgKI,mukb,train,6.76,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000123.mp4,"음, 맞아. 캡사이신은 살짝 써, 쓴맛 나요.","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000131,MhqIY-jQgKI,mukb,train,2.0,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000131.mp4,연희 이모님 뿌듯하시겠다.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000134,MhqIY-jQgKI,mukb,train,7.68,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000134.mp4,"음 어우! 두더지 파이팅! 큼, 큼, 큼. 두더지님, 고마워요.","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000148,MhqIY-jQgKI,mukb,train,2.2,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000148.mp4,나는 너무 많이 먹긴 한다. 그죠?,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000162,MhqIY-jQgKI,mukb,train,2.72,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000162.mp4,이거 먹을 때 앞니가 사실 무섭긴 해.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000171,MhqIY-jQgKI,mukb,train,3.72,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000171.mp4,아랫니 2개가 가짜라서 살짝 무서운. 음,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000183,MhqIY-jQgKI,mukb,train,5.32,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000183.mp4,아 한번 앞니를 떨어진 적 있어 갖고. 한 2번 떨어졌나?,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000187,MhqIY-jQgKI,mukb,train,2.08,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000187.mp4,얘는 고기 많아. 이 봐.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000192,MhqIY-jQgKI,mukb,train,2.4,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000192.mp4,예. 총체적 난국이거든.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000193,MhqIY-jQgKI,mukb,train,3.12,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000193.mp4,"이 시간에 빠져버리면, 회사에서.","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000197,MhqIY-jQgKI,mukb,train,3.8,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000197.mp4,거기다가 아 라미가 아니라 크라운이라서,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000198,MhqIY-jQgKI,mukb,train,3.88,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000198.mp4,이빨이 엄청 쪼그맣단 말이야. 앞에 있어 귀여운 이빨이긴 한데.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000207,MhqIY-jQgKI,mukb,train,2.84,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000207.mp4,"어머, 쌈 있는 걸 깜빡했네요.","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000209,MhqIY-jQgKI,mukb,train,2.4,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000209.mp4,임 오른쪽 거는 임자 있어요?,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000211,MhqIY-jQgKI,mukb,train,3.76,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000211.mp4,나 임자 있어? 언제부터?,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000221,MhqIY-jQgKI,mukb,train,2.0,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000221.mp4,아 이거 떼줄까 봐.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000226,MhqIY-jQgKI,mukb,train,3.92,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000226.mp4,"음! 으음, 쏘 워즈 서윗해","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000240,MhqIY-jQgKI,mukb,train,3.44,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000240.mp4,반찬도 맛있다. 반찬이 아니라 이거 뭐라 그래?,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000251,MhqIY-jQgKI,mukb,train,5.84,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000251.mp4,"왜, 난 관심도 없는데. 님 혼자 내 스타일이네, 내 뭐 그래? 난 관심도 없어.","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000255,MhqIY-jQgKI,mukb,train,3.76,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000255.mp4,"어 내일 포밴 님, 내일 일 해요. 내일.","KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000262,MhqIY-jQgKI,mukb,train,3.36,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000262.mp4,나 요즘에 다이어트한다고 밥을 안 먹어요.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000271,MhqIY-jQgKI,mukb,train,9.8,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000271.mp4,맞아요. 우리 다솔이가 언급하는 거 봤죠? 거기에 음 타 B 음 바라는 글의 언급은 채금이라잖아. 아휴.,"KMSAV (interim, not OLKAVS)"
MhqIY-jQgKI_000277,MhqIY-jQgKI,mukb,train,2.72,kmsav_pilot/cropped/MhqIY-jQgKI/utts/000277.mp4,매번 듣는데도 적응이 안 됐나 봐요.,"KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000012,Ml2W6PvzCCM,scie,train,8.48,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000012.mp4,"그렇지만 지구 과학자들은 가능한 물리 화학적, 생물학적 지식과 지질학적 기록을 바탕으로 어","KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000013,Ml2W6PvzCCM,scie,train,4.28,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000013.mp4,그 때의 당시를 재느해 재현해내려고 노력하고 있습니다.,"KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000022,Ml2W6PvzCCM,scie,train,4.4,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000022.mp4,지구 초기에 지구는 굉장히 뜨거웠을 것으로 지금 예상하고 있습니다.,"KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000023,Ml2W6PvzCCM,scie,train,3.92,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000023.mp4,뜨거웠다는 말은 굉장히 마그마 활동이 활발했다는 것입니다.,"KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000024,Ml2W6PvzCCM,scie,train,3.8,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000024.mp4,"여러분, 화산에 가보신 적이 있으신 분이 있을지 모르겠는데","KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000037,Ml2W6PvzCCM,scie,train,5.88,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000037.mp4,이러한 대기 조건과 이러한 바다의 형성 이런 조건은 아,"KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000079,Ml2W6PvzCCM,scie,train,6.28,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000079.mp4,지구 초기부터 지금까지 지구 환경은 똑같이 유지됐다고 보지 않습니다.,"KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000080,Ml2W6PvzCCM,scie,train,4.72,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000080.mp4,많은 변화가 있었는데요. 그러한 변화는 어떻게 일어났을까요?,"KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000082,Ml2W6PvzCCM,scie,train,6.72,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000082.mp4,여러분 몸을 구성하는 우리 몸은 유기물로 되어 있다 그랬죠? 유기물의 중요한 성분이 탄소입니다.,"KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000141,Ml2W6PvzCCM,scie,train,4.72,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000141.mp4,그런데 이제 모든 생명체가 다 광합성을 하는 거 아니죠. 우리들은 광합성을 하지 못합니다.,"KMSAV (interim, not OLKAVS)"
Ml2W6PvzCCM_000144,Ml2W6PvzCCM,scie,train,10.0,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000144.mp4,그래서 요런 식으로 하면서 모든 생명체가 무한정한 태양 에너지를 쓰게 되면서 이제 조그마한 방에서 근근이 먹고 살던 시대를 벗어나게 되죠.,"KMSAV (interim, not OLKAVS)"
OMJ9i30zBIw_000025,OMJ9i30zBIw,mukb,train,3.12,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000025.mp4,"어! 고환 한번 먹자! 그래! 소, 소.","KMSAV (interim, not OLKAVS)"
OMJ9i30zBIw_000041,OMJ9i30zBIw,mukb,train,3.44,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000041.mp4,"이게 섬진강에서 나는 거, 강하고 바다하고","KMSAV (interim, not OLKAVS)"
OMJ9i30zBIw_000045,OMJ9i30zBIw,mukb,train,3.2,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000045.mp4,"그 저기 뭐야. 벚굴, 벚굴","KMSAV (interim, not OLKAVS)"
OMJ9i30zBIw_000064,OMJ9i30zBIw,mukb,train,4.48,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000064.mp4,"진짜 박재범인데, 왜 여기 와서, 헬스장 와서 노래 부르고 다니냐고.","KMSAV (interim, not OLKAVS)"
OMJ9i30zBIw_000139,OMJ9i30zBIw,mukb,train,4.6,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000139.mp4,이게 요때만 잠깐 나오는 거더라고 나도 옛날에 먹어 보고 안 먹어 봤어.,"KMSAV (interim, not OLKAVS)"
RBo3QndKgrE_000022,RBo3QndKgrE,issu,train,9.96,kmsav_pilot/cropped/RBo3QndKgrE/utts/000022.mp4,"자 아무래도 기축통화국의 통화정책이 이제 미 증시를 비롯해서, 전 세계 증시에 큰 영향이 있기 때문일 텐데. 일단 12월 우리 FOMC 그 회의 결과가","KMSAV (interim, not OLKAVS)"
RBo3QndKgrE_000065,RBo3QndKgrE,issu,train,7.72,kmsav_pilot/cropped/RBo3QndKgrE/utts/000065.mp4,뭐 그렇다는 면에서 이번에 일시적이라는 표현을 에 삭제 하면서 소통을 했다라고 평가하고 싶습니다.,"KMSAV (interim, not OLKAVS)"
RBo3QndKgrE_000070,RBo3QndKgrE,issu,train,9.28,kmsav_pilot/cropped/RBo3QndKgrE/utts/000070.mp4,뭐 시간이 또 저희에게 또 한정되어 있다 보니까. 또 이런 또 점도표가 그대로 그 그 금리 인상의 진행 일정이 그대로 진행될지 이런 부분도 좀 말씀해 주시죠.,"KMSAV (interim, not OLKAVS)"
RBo3QndKgrE_000072,RBo3QndKgrE,issu,train,5.28,kmsav_pilot/cropped/RBo3QndKgrE/utts/000072.mp4,"그 버냉키 의장께서 하신 것 중의 하나가 아, 중앙은행에 소통을 좀 더 하자.","KMSAV (interim, not OLKAVS)"
RBo3QndKgrE_000087,RBo3QndKgrE,issu,train,7.48,kmsav_pilot/cropped/RBo3QndKgrE/utts/000087.mp4,과연 중앙은행의 정책 금리가 어느 정도에 가 있을까 라는 것에 대한 자기들의,"KMSAV (interim, not OLKAVS)"
RBo3QndKgrE_000089,RBo3QndKgrE,issu,train,5.44,kmsav_pilot/cropped/RBo3QndKgrE/utts/000089.mp4,그 전체가 다 있으면 19명인데 지금 아마 1자리가 공석이어서 18명이,"KMSAV (interim, not OLKAVS)"
RBo3QndKgrE_000100,RBo3QndKgrE,issu,train,3.0,kmsav_pilot/cropped/RBo3QndKgrE/utts/000100.mp4,점 약속으로 이해하고 싶은,"KMSAV (interim, not OLKAVS)"
