clip_id,source_video_id,domain,split,duration_sec,clip_path,transcript
K10oVqHs5XU_000105,K10oVqHs5XU,issu,train,2.8,kmsav_pilot/cropped/K10oVqHs5XU/utts/000105.mp4,거 그냥 그 다음부터 그 사람이 물을게 없잖아요.
K10oVqHs5XU_000107,K10oVqHs5XU,issu,train,4.32,kmsav_pilot/cropped/K10oVqHs5XU/utts/000107.mp4,진짜아 정말 희대의 일들이 벌어지고 있습니다.
K10oVqHs5XU_000108,K10oVqHs5XU,issu,train,2.96,kmsav_pilot/cropped/K10oVqHs5XU/utts/000108.mp4,지금 경찰은 수사할 거리가 없어서
K10oVqHs5XU_000112,K10oVqHs5XU,issu,train,4.04,kmsav_pilot/cropped/K10oVqHs5XU/utts/000112.mp4,시간이 걸렸는데 그거를 보도하는 놈들은 마치 엄청난 그런
K10oVqHs5XU_000114,K10oVqHs5XU,issu,train,4.48,kmsav_pilot/cropped/K10oVqHs5XU/utts/000114.mp4,거기 내가 한대로에요. 그 사람 할라 수사를 해가 하 했으면
K10oVqHs5XU_000119,K10oVqHs5XU,issu,train,2.72,kmsav_pilot/cropped/K10oVqHs5XU/utts/000119.mp4,최은순이를 만나 소개했다 딱 요 2꼭지에요.
K10oVqHs5XU_000120,K10oVqHs5XU,issu,train,6.56,kmsav_pilot/cropped/K10oVqHs5XU/utts/000120.mp4,"네. 그럼 이 사실은 진짜 그러면 말씀하신 대로 증언하는 사람이 한 2, 3명씩만 나오면 끝나는 거잖아요."
K10oVqHs5XU_000121,K10oVqHs5XU,issu,train,2.64,kmsav_pilot/cropped/K10oVqHs5XU/utts/000121.mp4,"뭐 2, 3명이로 1명도 되지요. 왜냐하면"
K10oVqHs5XU_000122,K10oVqHs5XU,issu,train,3.28,kmsav_pilot/cropped/K10oVqHs5XU/utts/000122.mp4,저 쪽은 최은순이 그날 거기 안갔다고 증언을 할 사람이 있어요?
K10oVqHs5XU_000125,K10oVqHs5XU,issu,train,5.48,kmsav_pilot/cropped/K10oVqHs5XU/utts/000125.mp4,아 내 최은순이 그날 나 입고 나온 거 한복 색깔도 뭔지 다 알아요. 와서 거 기억합니다.
K10oVqHs5XU_000127,K10oVqHs5XU,issu,train,3.88,kmsav_pilot/cropped/K10oVqHs5XU/utts/000127.mp4,그리고 거기서 전시회를 했다는 사실은 또 증언자가 굉장히 많죠.
K10oVqHs5XU_000128,K10oVqHs5XU,issu,train,2.92,kmsav_pilot/cropped/K10oVqHs5XU/utts/000128.mp4,아이구 뭐 수만명이 봤으니까 뭐 옷 그거
K10oVqHs5XU_000129,K10oVqHs5XU,issu,train,3.4,kmsav_pilot/cropped/K10oVqHs5XU/utts/000129.mp4,그림도 그림 같지 않은것도 드럽게 오래 걸어 놨어요. 거기에다가.
K10oVqHs5XU_000130,K10oVqHs5XU,issu,train,2.12,kmsav_pilot/cropped/K10oVqHs5XU/utts/000130.mp4,요기에요 요기. 공소사실 요거.
K10oVqHs5XU_000131,K10oVqHs5XU,issu,train,3.8,kmsav_pilot/cropped/K10oVqHs5XU/utts/000131.mp4,사실은 윤석열 후보의 배우자인 피의자 김건희가
K10oVqHs5XU_000132,K10oVqHs5XU,issu,train,5.48,kmsav_pilot/cropped/K10oVqHs5XU/utts/000132.mp4,"라마다르네상스 호텔 나이트클럽에서 쥴리라는 예명을 사용하는 접대부로 일, 접대부란 얘기는 하지도 않았는데."
K10oVqHs5XU_000135,K10oVqHs5XU,issu,train,4.0,kmsav_pilot/cropped/K10oVqHs5XU/utts/000135.mp4,일하거나 1997년경 성신여대 시간강사로 근무한 사실이 없었다.
K10oVqHs5XU_000139,K10oVqHs5XU,issu,train,2.48,kmsav_pilot/cropped/K10oVqHs5XU/utts/000139.mp4,자기가 교수라고 얘기했잖아요. 오히려.
K10oVqHs5XU_000146,K10oVqHs5XU,issu,train,4.0,kmsav_pilot/cropped/K10oVqHs5XU/utts/000146.mp4,안회장님은 동료교사한테 전화걸어서 이런 사람 교수로 있어?
K10oVqHs5XU_000147,K10oVqHs5XU,issu,train,2.0,kmsav_pilot/cropped/K10oVqHs5XU/utts/000147.mp4,물어본 것밖에 없잖아요.
K10oVqHs5XU_000155,K10oVqHs5XU,issu,train,3.08,kmsav_pilot/cropped/K10oVqHs5XU/utts/000155.mp4,성북서 사람들이 이를 그 이거는 잘하네 왜냐하니까
K10oVqHs5XU_000160,K10oVqHs5XU,issu,train,4.16,kmsav_pilot/cropped/K10oVqHs5XU/utts/000160.mp4,르네상스 호텔 6층 연회장에서 조남욱 회장의 소개로 처음 쥴리 알게 되었다.
K10oVqHs5XU_000164,K10oVqHs5XU,issu,train,6.16,kmsav_pilot/cropped/K10oVqHs5XU/utts/000164.mp4,그 쥴리가 라마다르네상스 호텔 2층 해랑에서 1번째전시회를 열어 초대를 받아 갔었는데
K10oVqHs5XU_000174,K10oVqHs5XU,issu,train,2.4,kmsav_pilot/cropped/K10oVqHs5XU/utts/000174.mp4,또 다른 기소건이고 이게 이 2건이에요.
Ml2W6PvzCCM_000009,Ml2W6PvzCCM,scie,train,7.8,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000009.mp4,오늘은 지구와 생명의 대화가 주제이니 만큼 지구 과학자와 생명 과학자가 대화하는 방식으로 진행해 보도록 하죠.
Ml2W6PvzCCM_000012,Ml2W6PvzCCM,scie,train,8.48,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000012.mp4,"그렇지만 지구 과학자들은 가능한 물리 화학적, 생물학적 지식과 지질학적 기록을 바탕으로 어"
Ml2W6PvzCCM_000013,Ml2W6PvzCCM,scie,train,4.28,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000013.mp4,그 때의 당시를 재느해 재현해내려고 노력하고 있습니다.
Ml2W6PvzCCM_000016,Ml2W6PvzCCM,scie,train,7.88,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000016.mp4,여러분 달을 보시면 표면에 많은 아 웅덩이 같이 움푹 파인 게 있죠. 크레이터들이 많이 있는데
Ml2W6PvzCCM_000020,Ml2W6PvzCCM,scie,train,2.16,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000020.mp4,어 생각하고 있습니다.
Ml2W6PvzCCM_000021,Ml2W6PvzCCM,scie,train,5.8,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000021.mp4,또 하나의 이 그 소스가 될 수 있는 거는 뭔가 하면은 지구 내부로부터 오는 건데요.
Ml2W6PvzCCM_000022,Ml2W6PvzCCM,scie,train,4.4,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000022.mp4,지구 초기에 지구는 굉장히 뜨거웠을 것으로 지금 예상하고 있습니다.
Ml2W6PvzCCM_000023,Ml2W6PvzCCM,scie,train,3.92,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000023.mp4,뜨거웠다는 말은 굉장히 마그마 활동이 활발했다는 것입니다.
Ml2W6PvzCCM_000024,Ml2W6PvzCCM,scie,train,3.8,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000024.mp4,"여러분, 화산에 가보신 적이 있으신 분이 있을지 모르겠는데"
Ml2W6PvzCCM_000025,Ml2W6PvzCCM,scie,train,7.84,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000025.mp4,아 지금 활발히 이제 화산 활동이 있는 화산에 가시게 되면 여러 가지 가스가 나오는 것을 아 볼 수가 있습니다.
Ml2W6PvzCCM_000028,Ml2W6PvzCCM,scie,train,7.8,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000028.mp4,아마 지구 초기에도 이러한 가스들이 지구 내부로부터 굉장히 상당히 많은 양이 나왔을 것이라고 생각하고 있습니다.
Ml2W6PvzCCM_000030,Ml2W6PvzCCM,scie,train,8.04,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000030.mp4,어 나온 가스들이 아에 모여서 지구 초기의 대기를 만들었을 것으로 보고 있습니다.
Ml2W6PvzCCM_000031,Ml2W6PvzCCM,scie,train,3.76,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000031.mp4,아 여러분 잘 아시지만 지구는 굉장히 독특한 행성이죠.
Ml2W6PvzCCM_000036,Ml2W6PvzCCM,scie,train,2.84,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000036.mp4,아 바다가 형성되었을 것이라고 보고 있습니다.
Ml2W6PvzCCM_000037,Ml2W6PvzCCM,scie,train,5.88,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000037.mp4,이러한 대기 조건과 이러한 바다의 형성 이런 조건은 아
Ml2W6PvzCCM_000066,Ml2W6PvzCCM,scie,train,7.16,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000066.mp4,그래서 여러분들의 이해를 돕기 위해서 이 지구의 46억 년 역사를 24시간으로 한번 줄여보도록 하겠습니다.
Ml2W6PvzCCM_000078,Ml2W6PvzCCM,scie,train,7.0,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000078.mp4,반면 생명체는 지구 환경을 또한 변화시킬 수 있습니다.
Ml2W6PvzCCM_000079,Ml2W6PvzCCM,scie,train,6.28,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000079.mp4,지구 초기부터 지금까지 지구 환경은 똑같이 유지됐다고 보지 않습니다.
Ml2W6PvzCCM_000080,Ml2W6PvzCCM,scie,train,4.72,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000080.mp4,많은 변화가 있었는데요. 그러한 변화는 어떻게 일어났을까요?
Ml2W6PvzCCM_000081,Ml2W6PvzCCM,scie,train,8.32,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000081.mp4,먼저 생명과 아 지구 환경에 대해서 어떤 관계가 있는지 간단한 그림을 보여드리겠습니다.
Ml2W6PvzCCM_000082,Ml2W6PvzCCM,scie,train,6.72,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000082.mp4,여러분 몸을 구성하는 우리 몸은 유기물로 되어 있다 그랬죠? 유기물의 중요한 성분이 탄소입니다.
Ml2W6PvzCCM_000083,Ml2W6PvzCCM,scie,train,8.6,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000083.mp4,우리 몸의 탄소는 어디서 왔을까요? 아 아마 우리 음식물에서 왔을 겁니다. 그쵸? 우리 음 음식물 아
Ml2W6PvzCCM_000084,Ml2W6PvzCCM,scie,train,9.24,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000084.mp4,야채가 될 수도 있고요. 고기가 될 수도 있고요. 쌀이 될 수도 있고 이러한 것들은 궁극적으로 식물체가 광합성을 통해서 탄소를
Ml2W6PvzCCM_000092,Ml2W6PvzCCM,scie,train,7.72,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000092.mp4,자 지구 초기에 아까 제가 말씀드린 것처럼 운석으로부터 또는 지구 내부로부터
Ml2W6PvzCCM_000131,Ml2W6PvzCCM,scie,train,4.6,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000131.mp4,그 저는 이제 생명체에서 광합성이 어떤 의미인가를 설명드리면
Ml2W6PvzCCM_000139,Ml2W6PvzCCM,scie,train,6.24,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000139.mp4,이제 요런 구조를 영어로는 슈거라고 부르고 우리 말로는 당이라고 부르죠. 대표적인 게 포도당 있습니다.
Ml2W6PvzCCM_000141,Ml2W6PvzCCM,scie,train,4.72,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000141.mp4,그런데 이제 모든 생명체가 다 광합성을 하는 거 아니죠. 우리들은 광합성을 하지 못합니다.
Ml2W6PvzCCM_000142,Ml2W6PvzCCM,scie,train,8.8,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000142.mp4,그런데 광합성하지 못하는 생명체는 어떻게 하냐면 되냐면 광합성을 하는 생명체를 잡아먹어서 그 안에 있는 당을 빼내면 됩니다.
Ml2W6PvzCCM_000143,Ml2W6PvzCCM,scie,train,9.64,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000143.mp4,그 다음에 그 당을 빼낸 다음에 당에 있는 탄소를 잘라 가지고 다시 이산화탄소로 만들면서 그 안에서 튀어나오는 전자를 다시 에너지로 이용을 하는 것이죠.
Ml2W6PvzCCM_000144,Ml2W6PvzCCM,scie,train,10.0,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000144.mp4,그래서 요런 식으로 하면서 모든 생명체가 무한정한 태양 에너지를 쓰게 되면서 이제 조그마한 방에서 근근이 먹고 살던 시대를 벗어나게 되죠.
Ml2W6PvzCCM_000145,Ml2W6PvzCCM,scie,train,9.4,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000145.mp4,그래서 사람이 이제 방 1칸에서 근근이 먹고살다가 이제 많은 돈을 갖게 되면 이제 맨 먼저 하는 게 자기가 살고 있는 방을 꾸미는 게 되겠습니다.
Ml2W6PvzCCM_000147,Ml2W6PvzCCM,scie,train,5.48,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000147.mp4,여기 보면 이제 원핵세포라고 돼 있는데 요건 이제 어떤 종류의 세포냐면 아까 전에 말씀드린 대로
Ml2W6PvzCCM_000148,Ml2W6PvzCCM,scie,train,8.28,kmsav_pilot/cropped/Ml2W6PvzCCM/utts/000148.mp4,어떤 가구 없이 그냥 필요한 걸 여기저기 줄줄 늘어놓는 그런 방과 같은 그런 상태 세포를 가진 그런 생물을 원핵세포라고 하고요.
OMJ9i30zBIw_000010,OMJ9i30zBIw,mukb,train,4.0,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000010.mp4,원샷! 노 브레끼!
OMJ9i30zBIw_000025,OMJ9i30zBIw,mukb,train,3.12,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000025.mp4,"어! 고환 한번 먹자! 그래! 소, 소."
OMJ9i30zBIw_000027,OMJ9i30zBIw,mukb,train,2.72,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000027.mp4,소 거시기 그 저 전에 한번 먹자 그랬었잖아?
OMJ9i30zBIw_000039,OMJ9i30zBIw,mukb,train,2.72,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000039.mp4,고환아! 흐흐흐.
OMJ9i30zBIw_000041,OMJ9i30zBIw,mukb,train,3.44,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000041.mp4,"이게 섬진강에서 나는 거, 강하고 바다하고"
OMJ9i30zBIw_000043,OMJ9i30zBIw,mukb,train,4.28,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000043.mp4,"응, 벚, 벚꽃 필 때쯤 나서, 이게 벚"
OMJ9i30zBIw_000045,OMJ9i30zBIw,mukb,train,3.2,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000045.mp4,"그 저기 뭐야. 벚굴, 벚굴"
OMJ9i30zBIw_000062,OMJ9i30zBIw,mukb,train,8.48,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000062.mp4,와아! 너 지나가는 사람한테 돌 맞아. 송승헌 팬들한테. 간혹 가다가 누가 얘기하시더라고 그 좀 눈이 안 좋으신가 봐. 그러신 분들도 있어.
OMJ9i30zBIw_000064,OMJ9i30zBIw,mukb,train,4.48,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000064.mp4,"진짜 박재범인데, 왜 여기 와서, 헬스장 와서 노래 부르고 다니냐고."
OMJ9i30zBIw_000072,OMJ9i30zBIw,mukb,train,2.08,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000072.mp4,야이야!
OMJ9i30zBIw_000081,OMJ9i30zBIw,mukb,train,3.8,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000081.mp4,"요때 딱 2달 나온대. 2달, 2달인가? 그 정도밖에 안 나올 거야"
OMJ9i30zBIw_000083,OMJ9i30zBIw,mukb,train,7.08,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000083.mp4,"아니지. 요때만 채취를 하는 거지. 옛날에는 진짜 쌌어. 개굴이라 그래 가지고, 이 개굴이야 개굴, 이름이 아유 비싸더라고 지금은."
OMJ9i30zBIw_000088,OMJ9i30zBIw,mukb,train,4.2,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000088.mp4,여러분 안녕하십니까? 여러분의 미키! 빠라라라라 광수입니다.
OMJ9i30zBIw_000097,OMJ9i30zBIw,mukb,train,6.68,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000097.mp4,"아! 원주 백화점에 그냥 옷 사러 가면 사! 그 저기 여기 누구야 사장님, 사장님도"
OMJ9i30zBIw_000105,OMJ9i30zBIw,mukb,train,4.36,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000105.mp4,"코닥 칼라 필름, 이거 읽는데 왜 영어만 나오면 이렇게 민감해 하냐고요?"
OMJ9i30zBIw_000114,OMJ9i30zBIw,mukb,train,2.84,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000114.mp4,아니! 시옷이야! 시옷. 뭐!
OMJ9i30zBIw_000116,OMJ9i30zBIw,mukb,train,4.48,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000116.mp4,"아니, 그러니까, 시옷이라고요? 형은? 시옷?"
OMJ9i30zBIw_000118,OMJ9i30zBIw,mukb,train,4.8,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000118.mp4,"아니, 뭘 본 게 아니라 물어보잖아요. 알고는 먹어야지."
OMJ9i30zBIw_000119,OMJ9i30zBIw,mukb,train,2.4,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000119.mp4,맞다고. 시옷이라고. 시옷
OMJ9i30zBIw_000120,OMJ9i30zBIw,mukb,train,2.56,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000120.mp4,나는 지읒으로 난 알고 있었거든요.
OMJ9i30zBIw_000125,OMJ9i30zBIw,mukb,train,4.92,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000125.mp4,뭘 먹을 때 그래도 최소한에 알고는 사람들한테 설명을 해야 되니까.
OMJ9i30zBIw_000126,OMJ9i30zBIw,mukb,train,5.56,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000126.mp4,우리끼리 먹으면 뭐 지읒이든 옷을 벗고 먹든 뭐 아무 상관이 없죠.
OMJ9i30zBIw_000127,OMJ9i30zBIw,mukb,train,4.4,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000127.mp4,"치읓인지, 지읒인지 몸에 좋은 거여."
OMJ9i30zBIw_000128,OMJ9i30zBIw,mukb,train,4.72,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000128.mp4,성장 호르몬까지 들어 있어서 남성 기능에 엄청 좋다 그러더라고요.
OMJ9i30zBIw_000131,OMJ9i30zBIw,mukb,train,2.12,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000131.mp4,와아!
OMJ9i30zBIw_000139,OMJ9i30zBIw,mukb,train,4.6,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000139.mp4,이게 요때만 잠깐 나오는 거더라고 나도 옛날에 먹어 보고 안 먹어 봤어.
OMJ9i30zBIw_000146,OMJ9i30zBIw,mukb,train,3.2,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000146.mp4,내가 볼 땐 코끼리 코보다 다른 거랑 비슷하더라고.
OMJ9i30zBIw_000152,OMJ9i30zBIw,mukb,train,3.56,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000152.mp4,말? 말죽거리 잔혹사
OMJ9i30zBIw_000167,OMJ9i30zBIw,mukb,train,3.44,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000167.mp4,이게 생으로 하나
OMJ9i30zBIw_000180,OMJ9i30zBIw,mukb,train,5.04,kmsav_pilot/cropped/OMJ9i30zBIw/utts/000180.mp4,뭐 입이 돌아간 거야? 아까 저 저 뭐 매운 거 많이 먹어서? 정신 똑똑히 차리라고!
RBo3QndKgrE_000003,RBo3QndKgrE,issu,train,7.36,kmsav_pilot/cropped/RBo3QndKgrE/utts/000003.mp4,어 일단 우리 교수님과의 이제 첫 만남인데 학교 요즘 분위기는 좀 어떻습니까? 코로나 상황 땜에. 네
RBo3QndKgrE_000006,RBo3QndKgrE,issu,train,3.96,kmsav_pilot/cropped/RBo3QndKgrE/utts/000006.mp4,그리고 뭐 기말고사도 비대면으로 치는 경우도 있고 대면으로 치는 경우도 있고
RBo3QndKgrE_000012,RBo3QndKgrE,issu,train,5.76,kmsav_pilot/cropped/RBo3QndKgrE/utts/000012.mp4,그 연준위에 선임 이코노미스트로 일하신 그런 어 이력이 있으신데 어떤 업무를 담당하셨습니까?
RBo3QndKgrE_000013,RBo3QndKgrE,issu,train,8.88,kmsav_pilot/cropped/RBo3QndKgrE/utts/000013.mp4,처음에 제가 박사를 받은 해가 96년인데요. 첫 직장이 연준위였습니다. 네 그때는 물론 이제 선임은 아니었고 그냥 예 이코노미스트로서
RBo3QndKgrE_000015,RBo3QndKgrE,issu,train,9.36,kmsav_pilot/cropped/RBo3QndKgrE/utts/000015.mp4,어 우리나라 이제 한국은행으로 치면 조사국 모형부와 같은 데에서 일을 한 2년 했습니다. 98년까지 말씀하신 대로요.
RBo3QndKgrE_000016,RBo3QndKgrE,issu,train,8.08,kmsav_pilot/cropped/RBo3QndKgrE/utts/000016.mp4,그러면서 이제 미국 경제를 거시경제학 모형으로 이해하는 네 그러한 시도를 하는 그룹에서
RBo3QndKgrE_000022,RBo3QndKgrE,issu,train,9.96,kmsav_pilot/cropped/RBo3QndKgrE/utts/000022.mp4,"자 아무래도 기축통화국의 통화정책이 이제 미 증시를 비롯해서, 전 세계 증시에 큰 영향이 있기 때문일 텐데. 일단 12월 우리 FOMC 그 회의 결과가"
RBo3QndKgrE_000023,RBo3QndKgrE,issu,train,6.4,kmsav_pilot/cropped/RBo3QndKgrE/utts/000023.mp4,자 앞으로 금리 인상 한 3차례 단행한다는 거. 네 그리고 또 그 시기가 좀 앞당겨진 부분.
RBo3QndKgrE_000030,RBo3QndKgrE,issu,train,7.2,kmsav_pilot/cropped/RBo3QndKgrE/utts/000030.mp4,"훨씬 더 앞당겨졌다. 그러니까 9월 같으면은 내년에 금리 인상이 뭐 없을지, 있을지 한 반반 정도"
RBo3QndKgrE_000034,RBo3QndKgrE,issu,train,2.8,kmsav_pilot/cropped/RBo3QndKgrE/utts/000034.mp4,학교에 가서 한 5년 가르치고 버지니아 대학에서 한 5년 가르치다가
RBo3QndKgrE_000036,RBo3QndKgrE,issu,train,8.64,kmsav_pilot/cropped/RBo3QndKgrE/utts/000036.mp4,"다시 이제 연준위에 가서 일을 할 때, 그때 어떻게 보면 금리정책에 대해서 또 일을 했고요. 지금 질문 주신 대로 과연 금리 정책을 어떻게"
RBo3QndKgrE_000038,RBo3QndKgrE,issu,train,5.32,kmsav_pilot/cropped/RBo3QndKgrE/utts/000038.mp4,"설정하는 것이 좋은가, 에 뭐 좋다는 뜻의 여러 가지가 있을 수 있겠지만요. 그런 거에서 일을 했습니다."
RBo3QndKgrE_000044,RBo3QndKgrE,issu,train,5.8,kmsav_pilot/cropped/RBo3QndKgrE/utts/000044.mp4,"얼마나 오래갈 것인가, 네 과연 그것이 70년대에 있던 것처럼"
RBo3QndKgrE_000049,RBo3QndKgrE,issu,train,4.36,kmsav_pilot/cropped/RBo3QndKgrE/utts/000049.mp4,근데 그게 이제 어법이 바뀐 거가 있고 또 이제 일시적이라는 단어를 시장에서 어떻게 해석하느
RBo3QndKgrE_000060,RBo3QndKgrE,issu,train,4.08,kmsav_pilot/cropped/RBo3QndKgrE/utts/000060.mp4,또 더 길게 보는 사람들은 영원하지만 않으면 일시적이라고 볼 수도 있는 것이죠.
RBo3QndKgrE_000063,RBo3QndKgrE,issu,train,3.0,kmsav_pilot/cropped/RBo3QndKgrE/utts/000063.mp4,그게 사실 중앙은행 소통이 가장 어려운 점인데요.
RBo3QndKgrE_000065,RBo3QndKgrE,issu,train,7.72,kmsav_pilot/cropped/RBo3QndKgrE/utts/000065.mp4,뭐 그렇다는 면에서 이번에 일시적이라는 표현을 에 삭제 하면서 소통을 했다라고 평가하고 싶습니다.
RBo3QndKgrE_000068,RBo3QndKgrE,issu,train,8.56,kmsav_pilot/cropped/RBo3QndKgrE/utts/000068.mp4,"우리 또 작가, 사전에 얘기 나누다 보니까 이게 중요한 거라고 흐흐 얘기하더라고요. 자 그러면 이 점도표가 뭔지 좀 간략한 설명을 좀 부탁드리고"
RBo3QndKgrE_000070,RBo3QndKgrE,issu,train,9.28,kmsav_pilot/cropped/RBo3QndKgrE/utts/000070.mp4,뭐 시간이 또 저희에게 또 한정되어 있다 보니까. 또 이런 또 점도표가 그대로 그 그 금리 인상의 진행 일정이 그대로 진행될지 이런 부분도 좀 말씀해 주시죠.
RBo3QndKgrE_000072,RBo3QndKgrE,issu,train,5.28,kmsav_pilot/cropped/RBo3QndKgrE/utts/000072.mp4,"그 버냉키 의장께서 하신 것 중의 하나가 아, 중앙은행에 소통을 좀 더 하자."
RBo3QndKgrE_000074,RBo3QndKgrE,issu,train,9.96,kmsav_pilot/cropped/RBo3QndKgrE/utts/000074.mp4,는 것을 많이 이야기를 하셨습니다. 그러면서 중앙은행 금리 결정에 참여하는 사람들에 경기 전망을 좀 내놓자. 라고 얘기를 했었고요.
RBo3QndKgrE_000078,RBo3QndKgrE,issu,train,4.48,kmsav_pilot/cropped/RBo3QndKgrE/utts/000078.mp4,사실 틀려지고 약속이 바뀌는 거에 대한 부담이 조금은 다르거든요.
RBo3QndKgrE_000081,RBo3QndKgrE,issu,train,2.08,kmsav_pilot/cropped/RBo3QndKgrE/utts/000081.mp4,그 처음에는 경제 전망만 하다가
RBo3QndKgrE_000083,RBo3QndKgrE,issu,train,2.52,kmsav_pilot/cropped/RBo3QndKgrE/utts/000083.mp4,나중에 이제 점도표를 더 넣으면서
RBo3QndKgrE_000087,RBo3QndKgrE,issu,train,7.48,kmsav_pilot/cropped/RBo3QndKgrE/utts/000087.mp4,과연 중앙은행의 정책 금리가 어느 정도에 가 있을까 라는 것에 대한 자기들의
RBo3QndKgrE_000089,RBo3QndKgrE,issu,train,5.44,kmsav_pilot/cropped/RBo3QndKgrE/utts/000089.mp4,그 전체가 다 있으면 19명인데 지금 아마 1자리가 공석이어서 18명이
RBo3QndKgrE_000093,RBo3QndKgrE,issu,train,4.48,kmsav_pilot/cropped/RBo3QndKgrE/utts/000093.mp4,어 연준의 영혼을 들여다볼 수 있는 창문이다!
RBo3QndKgrE_000099,RBo3QndKgrE,issu,train,7.2,kmsav_pilot/cropped/RBo3QndKgrE/utts/000099.mp4,라고 하는데 시장에선 아무래도 연준이 정한다는 데에 더 방점을 찍고
RBo3QndKgrE_000100,RBo3QndKgrE,issu,train,3.0,kmsav_pilot/cropped/RBo3QndKgrE/utts/000100.mp4,점 약속으로 이해하고 싶은
RBo3QndKgrE_000102,RBo3QndKgrE,issu,train,8.56,kmsav_pilot/cropped/RBo3QndKgrE/utts/000102.mp4,것이 많은데 그게 사실은 다른 나라들에서는 점도표를 이야기하지 않는 이유 중의 하나인데요. 그건 국가마다 금융시장에
RBo3QndKgrE_000103,RBo3QndKgrE,issu,train,5.08,kmsav_pilot/cropped/RBo3QndKgrE/utts/000103.mp4,"이 중앙은행을 이해하는 방식이 달라서 그러한 차이가 나오지 않나, 그렇게 생각을 합니다."
RBo3QndKgrE_000113,RBo3QndKgrE,issu,train,5.32,kmsav_pilot/cropped/RBo3QndKgrE/utts/000113.mp4,그런 걱정에 조금 동의해서 네 연준도 일시적이라는 표현도 삭제하고
RBo3QndKgrE_000115,RBo3QndKgrE,issu,train,7.0,kmsav_pilot/cropped/RBo3QndKgrE/utts/000115.mp4,점점 더 이제 조금은 더 빨리 올린다. 금리를 더 빨리 올린다라는 방식으로
RBo3QndKgrE_000118,RBo3QndKgrE,issu,train,9.0,kmsav_pilot/cropped/RBo3QndKgrE/utts/000118.mp4,"네. 어 지금 이제 금리 인상 변동성, 이것 때문에 증시에선 이제 악재로 단기적으로 이제 보고 있는 부분이 있는데"
